ID,"By agreeing to take part in this survey, you confirm that you have read, understood and agreed with the following statements. Please note that this survey will skip to the end if you disagree to take part: 
 
 _I agree that data gathered in this study will be stored anonymously and securely, and will be used for research purposes only. _
 
 _I understand that my participation is voluntary and that I am free to withdraw at any time without giving reason. _
 
 _I understand that all personal information will remain confidentially within OLIO's database, and that no personally identifiable information will be shared with any third party, and that no data will be made available that can allow me to be personally identified in the results of this research. _
 
 _I am 18 years of age or older. _
 
 I agree to take part in this survey:",How would you describe your gender?,What range best describes your age group?,Do you have any physical or mental health conditions or illnesses that are limiting your day to day activities?,Which of the following best describes your household?,"In general, how satisfied are you with your life?","Compared to others in my neighbourhood, I think my life overall is...",How often do you feel that you lack companionship?,How often do you feel isolated from others or left out?,To what extent are you able to turn to friends and family for help when you need it?,"How much do you agree with the following statement? 
 
 Generally, I borrow things and exchange favours with my neighbours.",Foodbank,Neighbours,Close family or friends,Community or faith group,None of the above,Other,"The next questions are about your household's diet in the past 12 months, since October of last year, and whether you were able to afford the food you needed. In the past 12 months, was the following statement true for you?
 
 We worried whether our food would run out before we got money to buy more.","The food that we bought just didn't last, and we didn't have money to get more.",We couldn't afford to eat balanced meals.,Did you or other adults in your household ever cut the size of your meals or skip meals because there wasn't enough money for food?,How often did this happen?,Did you ever eat less than you felt you should because there wasn't enough money for food?,Were you ever hungry but didn't eat because there wasn't enough money for food?,Did you lose weight because there wasn't enough money for food?,Did you or other adults in your household ever not eat for a whole day because there wasn't enough money for food?,How often did this happen?,"The next questions are about the food situation of your children. In the past 12 months, was the following statement true for you? 
 
 We relied on only a few kinds of low-cost food to feed our children because we were running out of money to buy food.","We couldn't feed our children a balanced meal, because we couldn't afford that.",The children were not eating enough because we just couldn't afford enough food.,Did you ever cut the size of any of the children's meals because there wasn't enough money for food?,Did any of the children ever skip meals because there wasn't enough money for food?,How often did this happen?,Were the children ever hungry but you just couldn't afford more food?,Did any of the children ever not eat for a whole day because there wasn't enough money for food?,household_food_security_label,Which of the following best describes the house you currently live in?,Other,Do you know the Energy Performance Certificate (EPC) rating for the house you currently live in?,Do you use a prepayment or pay-as-you-go meter to pay for your energy usage?,"The following questions are about challenges your household may have had paying energy bills or maintaining heating in your home in the past 12 months. 
 
 How frequently did your household reduce or forego expenses for basic household necessities, such as medicine or food, in order to pay an energy bill?","In the past year, how frequently did your household keep your home at a cold temperature that you felt was unsafe or unhealthy?","In the past year, how frequently did your household run behind on payments for energy bills, or receive a notice to disconnect?","In the last year, was there ever a time your household was unable to use your main source of heat because you could not afford to pay for gas or electricity?",About how many days over the past year has your household gone without heat because you could not afford to pay for gas or electricity?,"In the last year, was there ever a time your household was unable to use your main source of heat because the equipment was broken, and you couldn't afford to pay to repair or replace the equipment?","In the past year, did anyone in your household need medical attention because your home was too cold?",FS1,FS2,FS3,FS4,FS5,FS6,FS7,fuel-security_label,fuel-security_score,"In the past year, how often did you worry about making energy payments?","In the past year, how often did you worry about making rent/ mortgage payments?",Consider your grocery shopping habits in the past 12 months. How often have you avoided food that requires cooking to reduce energy usage?,Working full-time,Working part-time,Unemployed,Retired,Not working- looking after house/ children,Not working- long term sick or disabled,Student,Other,What is your annual household income before tax?,user_id,Start Date (UTC),Submit Date (UTC),response_time,survey_date,incentivised,lad_code,msoa_code,imd_decile
9bfu0y1o26dojpm5bxadw9bfu0y1oruf,1,Female,45 to 49,Yes,Living on my own WITH children under 18,2,Better,Often,Often,Not at all,Tend to disagree,,,,,None of the above,,Sometimes true,Often true,Often true,Yes,Almost every month,Yes,Yes,Yes,No,,Sometimes true,Sometimes true,Never true,No,No,,No,No,Very low food security,Living in rented accommodation arranged by the Local Authority,,Don't know,Yes,Almost every month,Almost every month,Almost every month,1,300,0,1,,,,,,,,Very low fuel-security,0,Almost every month,Never,Almost every month,,,,,,Not working- long term sick or disabled,,,"Less than £14,900 p.a.",133019,22/11/2022 16:19,22/11/2022 16:23,4,22/11/2022,1,E09000029,E02000851,4
b7g2lbdo9ay5bjcj0tvlqodb7g2lbdsm,1,Female,35 to 39,No,Living with partner/ spouse/ older relative WITH children under 18,6,The same,Hardly ever or never,Hardly ever or never,To some extent,Tend to agree,Foodbank,Neighbours,,,,,Often true,Often true,Often true,Yes,Some months but not every month,Yes,Yes,Yes,No,,Often true,Often true,Often true,No,No,,No,No,Very low food security,Temporarily living with friends and/ or family while attempting to find permanent accommodation,,Don't know,Yes,Some months but not every month,Some months but not every month,Never,0,,1,0,,,,,,,,Low fuel-security,0,1 or 2 months,1 or 2 months,Almost every month,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",6489752,27/11/2022 17:51,27/11/2022 17:55,4,27/11/2022,1,E09000028,E02000807,8
b8vo1ju5m63c8cdl2b8vo1myxm8i1oh5,1,Female,50 to 54,Yes,Living on my own WITH children under 18,5,The same,Some of the time,Some of the time,To some extent,Definitely disagree,Foodbank,,,,,Olio,Often true,Sometimes true,Sometimes true,Yes,Almost every month,Yes,Yes,Yes,No,,Sometimes true,Sometimes true,Never true,No,No,,No,No,Very low food security,Living in rented accommodation arranged by the Local Authority,,F,Yes,Almost every month,Almost every month,Never,1,100,0,0,,,,,,,,Low fuel-security,0,Some months but not every month,Some months but not every month,Never,,,,,,,,Unpaid carer,"£24,301- £37,900 p.a.",2785322,27/11/2022 13:42,27/11/2022 13:50,8,27/11/2022,1,E09000022,E02000643,6
eovg0s3ayog4vp9tyeomeu4c7f7fbuzn,1,Female,20 to 24,Yes,Living on my own WITH children under 18,5,Worse,Often,Often,To some extent,Definitely disagree,Foodbank,,,,,,Sometimes true,Often true,Often true,Yes,Almost every month,Yes,Yes,Yes,Yes,,Often true,Never true,Never true,No,No,,No,No,Very low food security,Renting from private landlord,,Don't know,Don't know,Almost every month,1 or 2 months,Never,0,,0,0,,,,,,,,Marginal fuel-security,0,1 or 2 months,Never,Almost every month,,,,,Not working- looking after house/ children,,,,"Less than £14,900 p.a.",1873989,22/11/2022 15:42,22/11/2022 15:47,5,22/11/2022,1,E09000022,E02000631,6
f6zmkc7huslxwgks36icf6zmkcaio26h,1,Female,40 to 44,No,Living on my own WITH children under 18,7,Worse,Some of the time,Some of the time,To some extent,Tend to disagree,,,,,,Olio (helped me so much),Sometimes true,Sometimes true,Often true,Yes,Almost every month,Yes,Yes,Yes,No,,Sometimes true,Often true,Never true,No,No,,No,No,Very low food security,Living in rented accommodation from Housing Association,,Don't know,Yes,Some months but not every month,Never,Never,1,40,0,0,,,,,,,,Low fuel-security,0,Almost every month,Almost every month,Some months but not every month,,,,,Not working- looking after house/ children,,,,Prefer not to say,90424,27/11/2022 14:08,27/11/2022 14:19,11,27/11/2022,1,E09000020,E02000579,5
gpg4jfzuoy43966a4gpg4jfam2hbuuam,1,Female,35 to 39,Yes,Living on my own WITH children under 18,7,The same,Often,Often,To some extent,Definitely disagree,Foodbank,,,Community or faith group,,,Sometimes true,Sometimes true,Often true,Yes,Almost every month,Yes,No,Yes,No,,Sometimes true,Sometimes true,Never true,No,No,,Yes,No,Very low food security,Living in rented accommodation arranged by the Local Authority,,D,Yes,Some months but not every month,Some months but not every month,Some months but not every month,1,56,0,1,,,,,,,,Very low fuel-security,0,Some months but not every month,Almost every month,Never,,,Unemployed,,,,,,"£14,901- £24,300 p.a.",2854140,27/11/2022 18:32,27/11/2022 18:38,6,27/11/2022,1,E09000023,E02000657,4
gq8u7ye19h83wawoqcfgq8u53c8vxsk3,1,Female,35 to 39,No,Living with partner/ spouse/ older relative WITH children under 18,8,Better,Hardly ever or never,Hardly ever or never,To some extent,Definitely agree,Foodbank,Neighbours,,,,,Sometimes true,Sometimes true,Often true,Yes,Some months but not every month,Yes,Yes,No,Yes,,Sometimes true,Sometimes true,Sometimes true,No,No,,No,No,Very low food security,Renting from private landlord,,C,No,Some months but not every month,Some months but not every month,1 or 2 months,0,,0,0,,,,,,,,Low fuel-security,0,Some months but not every month,Some months but not every month,Never,,,,,Not working- looking after house/ children,,,,"£14,901- £24,300 p.a.",6465344,22/11/2022 15:35,22/11/2022 15:44,9,22/11/2022,1,E09000031,E02000919,6
ifaquabqds564ir3ejwlifaqy87c9imv,1,Female,25 to 29,No,Living with partner/ spouse/ older relative WITH children under 18,7,Worse,Some of the time,Often,To some extent,Definitely disagree,Foodbank,,Close family or friends,,,,Sometimes true,Sometimes true,Often true,Yes,Almost every month,No,Yes,Yes,Yes,,Sometimes true,Never true,Never true,Yes,No,,No,No,Very low food security,Living in rented accommodation arranged by the Local Authority,,E,Yes,Some months but not every month,Never,Some months but not every month,1,5,1,0,,,,,,,,Low fuel-security,0,Some months but not every month,Some months but not every month,Never,,,Unemployed,,Not working- looking after house/ children,,,,"£14,901- £24,300 p.a.",5016394,27/11/2022 17:47,27/11/2022 17:54,7,27/11/2022,1,E09000017,E02000510,6
j4ryepzaczvdy2tuvj4ryepi7xhc07j3,1,Female,35 to 39,No,Living with partner/ spouse/ older relative WITH children under 18,5,Better,Some of the time,Often,To some extent,Tend to disagree,,,Close family or friends,,,,Sometimes true,Often true,Sometimes true,Yes,Some months but not every month,Yes,Yes,No,No,,Often true,Sometimes true,Sometimes true,Yes,No,,No,No,Very low food security,Renting from private landlord,,Don't know,Yes,Some months but not every month,Never,Never,0,,0,0,,,,,,,,Marginal fuel-security,0,Almost every month,Almost every month,Some months but not every month,,,,,Not working- looking after house/ children,,,,Prefer not to say,2402152,23/11/2022 05:31,23/11/2022 05:44,13,22/11/2022,1,E09000031,E02000910,4
jkkhs86dl679j1mccx6pfefns1lg3q1m,1,Female,40 to 44,No,Living with partner/ spouse/ older relative WITH children under 18,7,Worse,Some of the time,Some of the time,To some extent,Definitely disagree,,,,,None of the above,,Sometimes true,Sometimes true,Sometimes true,Yes,Almost every month,Yes,Yes,No,No,,Sometimes true,Sometimes true,Never true,Yes,No,,No,No,Very low food security,Renting from private landlord,,Don't know,Yes,Some months but not every month,Never,Never,1,60,0,0,,,,,,,,Low fuel-security,0,Almost every month,Almost every month,Some months but not every month,,,Unemployed,,,,,,"Less than £14,900 p.a.",3771421,27/11/2022 13:22,27/11/2022 13:32,10,27/11/2022,1,E09000033,E02000975,7
lux3p1ts4uydza0hlux3p199b3k569re,1,Female,25 to 29,Yes,Living on my own WITH children under 18,3,The same,Often,Often,To some extent,Definitely disagree,Foodbank,,Close family or friends,,,Apps,Often true,Often true,Often true,Yes,Almost every month,Yes,Yes,No,Yes,,Often true,Sometimes true,Never true,No,No,,No,No,Very low food security,Renting from private landlord,,Don't know,Yes,Never,Almost every month,Almost every month,1,200,0,0,,,,,,,,Low fuel-security,0,Almost every month,Never,Some months but not every month,,,,,Not working- looking after house/ children,,,,Prefer not to say,2755268,27/11/2022 13:15,27/11/2022 13:24,9,27/11/2022,1,E09000006,E02000135,4
mtmdcx7s8hlt1bbbpmtmk4zrh216c52p,1,Male,35 to 39,No,Living with partner/ spouse/ older relative WITH children under 18,8,The same,Some of the time,Some of the time,To some extent,Tend to disagree,Foodbank,,,Community or faith group,,Olio,Sometimes true,Sometimes true,Sometimes true,Yes,Some months but not every month,Yes,Yes,Yes,Yes,,Sometimes true,Sometimes true,Never true,No,No,,No,No,Very low food security,Living in rented accommodation from Housing Association,,Don't know,Yes,Almost every month,Some months but not every month,Some months but not every month,1,12,0,0,,,,,,,,Low fuel-security,0,Almost every month,Some months but not every month,Some months but not every month,,,Unemployed,,,,,,"Less than £14,900 p.a.",5636137,23/11/2022 13:16,23/11/2022 13:21,5,22/11/2022,1,E09000027,E02000805,7
muh0u3fudzxcdiyolmuh0u3ny5lx474w,1,Female,30 to 34,No,Living with partner/ spouse/ older relative WITH children under 18,8,The same,Often,Often,To some extent,Tend to disagree,,,,Community or faith group,,Olio,Often true,Often true,Often true,Yes,Almost every month,Yes,No,No,No,,Often true,Often true,Sometimes true,Yes,No,,No,No,Very low food security,Living in rented accommodation from Housing Association,,Don't know,Yes,Almost every month,Almost every month,Never,0,,0,0,,,,,,,,Low fuel-security,0,Almost every month,Almost every month,Some months but not every month,,,,,,,,I have a baby at home. Plus my partner has disability,"Less than £14,900 p.a.",5055428,22/11/2022 15:36,22/11/2022 15:48,12,22/11/2022,1,E09000031,E02000909,3
ol3zqczp8wtkp9n5c1x9ol3zqce81b8j,1,Male,55 to 59,No,Living with partner/ spouse/ older relative WITH children under 18,5,The same,Hardly ever or never,Hardly ever or never,To a large extent,Tend to agree,,,,,,olio,Often true,Often true,Sometimes true,Yes,Some months but not every month,Yes,No,Yes,No,,Sometimes true,Never true,Sometimes true,Yes,No,,Yes,No,Very low food security,Owning the house outright,,Don't know,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,,Never,Working full-time,,,,,,,,"£14,901- £24,300 p.a.",4421563,27/11/2022 13:03,27/11/2022 13:07,4,27/11/2022,1,E09000029,E02000845,8
q6sqkmbc5atkegblixq6sqkmgsbg8xpx,1,Female,40 to 44,Yes,Living with partner/ spouse/ older relative WITH children under 18,5,The same,Some of the time,Often,To some extent,Tend to disagree,Foodbank,,Close family or friends,,,,Often true,Often true,Often true,Yes,Almost every month,Yes,Yes,Yes,No,,Sometimes true,Sometimes true,Never true,No,No,,No,No,Very low food security,Living in rented accommodation from Housing Association,,Don't know,Yes,Almost every month,Some months but not every month,Never,1,50,0,1,,,,,,,,Low fuel-security,0,Almost every month,Almost every month,Some months but not every month,Working full-time,,,,Not working- looking after house/ children,,,,"£14,901- £24,300 p.a.",2562068,23/11/2022 07:08,23/11/2022 07:16,8,22/11/2022,0,E09000004,E02000072,2
s7w912ywtm4mqbe0zjs7w9balm2l1yhp,1,Female,35 to 39,No,Living with partner/ spouse/ older relative WITH children under 18,5,The same,Often,Often,Not at all,Tend to disagree,Foodbank,,,,,,Sometimes true,Sometimes true,Sometimes true,Yes,Some months but not every month,Yes,Yes,Yes,Yes,,Sometimes true,Sometimes true,Never true,No,No,,No,No,Very low food security,Living in rented accommodation arranged by the Local Authority,,Don't know,Don't know,Some months but not every month,Some months but not every month,1 or 2 months,0,,1,0,,,,,,,,Low fuel-security,0,Some months but not every month,Some months but not every month,Some months but not every month,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",5503789,27/11/2022 12:53,27/11/2022 12:58,5,27/11/2022,1,E09000004,E02000068,3
tw9rhxpa89ken6bj8ivtw9r5b6gk4aha,1,Female,35 to 39,Yes,Living on my own WITH children under 18,3,Worse,Some of the time,Some of the time,Not at all,Tend to agree,Foodbank,,,,None of the above,,Often true,Sometimes true,Often true,Yes,Almost every month,Yes,Yes,Yes,No,,Sometimes true,Sometimes true,Never true,No,No,,No,No,Very low food security,Living in a night shelter/ hostel,,Don't know,Don't know,Some months but not every month,Some months but not every month,Almost every month,0,,1,0,,,,,,,,Low fuel-security,0,Almost every month,Almost every month,Almost every month,,,Unemployed,,,,,,"Less than £14,900 p.a.",5832649,27/11/2022 21:36,27/11/2022 21:44,8,27/11/2022,1,E09000009,E02000270,1
uktslmlwu425p5oui9uktslmlmtik6mx,1,Female,45 to 49,No,Living on my own WITH children under 18,7,The same,Hardly ever or never,Some of the time,Not at all,Tend to agree,Foodbank,,,,,,Often true,Sometimes true,Sometimes true,Yes,Some months but not every month,Yes,Yes,Yes,No,,Sometimes true,Sometimes true,Sometimes true,No,No,,No,No,Very low food security,Living in rented accommodation from Housing Association,,D,Yes,Almost every month,Some months but not every month,Some months but not every month,1,2,0,0,,,,,,,,Low fuel-security,0,Some months but not every month,Some months but not every month,Almost every month,,,,,Not working- looking after house/ children,,,,"£14,901- £24,300 p.a.",2582942,22/11/2022 16:17,22/11/2022 16:20,3,22/11/2022,1,E09000011,E02000326,2
v57h8u66x0x7w951g70qvmbv57h8ekdw,1,Male,35 to 39,Yes,Living with partner/ spouse/ older relative WITH children under 18,7,Worse,Some of the time,Some of the time,To a large extent,Tend to disagree,Foodbank,Neighbours,Close family or friends,,,,Often true,Sometimes true,Sometimes true,Yes,Only 1 or 2 months,Yes,Yes,Yes,Yes,,Often true,Sometimes true,Never true,No,No,,No,No,Very low food security,Living in rented accommodation arranged by the Local Authority,,Don't know,Yes,1 or 2 months,Almost every month,1 or 2 months,1,260,0,0,,,,,,,,Low fuel-security,0,Almost every month,1 or 2 months,Some months but not every month,,,,,,Not working- long term sick or disabled,,,"£24,301- £37,900 p.a.",5781089,22/11/2022 16:21,22/11/2022 16:26,5,22/11/2022,1,E09000019,E02000571,3
vazlav3rr5h5w96xcfva42c0u9vxw99u,1,Female,50 to 54,No,Living with partner/ spouse/ older relative WITH children under 18,8,The same,Hardly ever or never,Hardly ever or never,To a large extent,Definitely disagree,Foodbank,,,Community or faith group,,,Often true,Often true,Often true,Yes,Almost every month,Yes,Yes,Yes,No,,Often true,Often true,Never true,No,No,,No,No,Very low food security,Buying the house on a mortgage,,Don't know,No,Some months but not every month,Some months but not every month,Some months but not every month,1,60,0,0,,,,,,,,Low fuel-security,0,Almost every month,Almost every month,Some months but not every month,Working full-time,,,,,,,,Prefer not to say,4311071,27/11/2022 14:28,27/11/2022 14:35,7,27/11/2022,1,E09000023,E02000680,3
viugb4pus0hwslwuyrsebviugtc01mpj,1,Female,30 to 34,Yes,Living on my own WITH children under 18,2,Worse,Hardly ever or never,Often,To some extent,Definitely disagree,Foodbank,,Close family or friends,,,,Sometimes true,Sometimes true,Sometimes true,Yes,Some months but not every month,Yes,Yes,Yes,Yes,,Sometimes true,Never true,Never true,No,No,,Yes,No,Very low food security,Renting from private landlord,,Don't know,No,Some months but not every month,Almost every month,1 or 2 months,1,230,0,0,,,,,,,,Low fuel-security,0,Some months but not every month,Some months but not every month,1 or 2 months,,Working part-time,,,,,,,"Less than £14,900 p.a.",108638,23/11/2022 07:13,23/11/2022 07:21,8,22/11/2022,1,E09000010,E02000280,2
vvswd08ryczi6iqevnjv6ieti6elkb7s,1,Male,45 to 49,No,Living with partner/ spouse/ older relative WITH children under 18,8,The same,Hardly ever or never,Hardly ever or never,To some extent,Tend to disagree,,Neighbours,Close family or friends,Community or faith group,,,Sometimes true,Sometimes true,Sometimes true,Yes,Almost every month,No,No,No,No,,Often true,Often true,Sometimes true,Yes,Yes,Almost every month,No,No,Very low food security,Buying the house on a mortgage,,Don't know,No,Almost every month,Almost every month,Almost every month,1,300,1,1,,,,,,,,Very low fuel-security,0,Almost every month,Almost every month,Almost every month,Working full-time,,,,,,,,"Less than £14,900 p.a.",6372773,03/12/2022 12:20,03/12/2022 12:26,6,03/12/2022,1,E09000002,E02000003,3
xkbggsq3b5ep11l9vl7xkl36feqkngxg,1,Female,35 to 39,No,Living with partner/ spouse/ older relative WITH children under 18,7,The same,Some of the time,Some of the time,To some extent,Tend to agree,,,Close family or friends,,,,Sometimes true,Sometimes true,Often true,Yes,Some months but not every month,Yes,Yes,Yes,Yes,,Sometimes true,Often true,Never true,No,No,,No,No,Very low food security,Owning the house outright,,Don't know,No,Some months but not every month,1 or 2 months,1 or 2 months,0,,0,0,,,,,,,,Marginal fuel-security,0,Almost every month,,Some months but not every month,Working full-time,,,,Not working- looking after house/ children,,,,"£24,301- £37,900 p.a.",665016,27/11/2022 13:03,27/11/2022 13:06,3,27/11/2022,1,E09000027,E02000798,9
z23pbo6mns7ns0rz23p84yo641pv6s4a,1,Female,30 to 34,No,Living on my own WITH children under 18,8,Better,Some of the time,Some of the time,To some extent,Definitely disagree,,,,,None of the above,,Sometimes true,Sometimes true,Sometimes true,Yes,Some months but not every month,No,Yes,No,No,,Never true,Sometimes true,Never true,Yes,Yes,Some months but not every month,Yes,Yes,Very low food security,Living in rented accommodation arranged by the Local Authority,,Don't know,No,Some months but not every month,Almost every month,Never,1,1,0,1,,,,,,,,Low fuel-security,0,Almost every month,Never,Almost every month,,,,,Not working- looking after house/ children,,,,Prefer not to say,5208392,22/11/2022 15:32,22/11/2022 15:38,6,22/11/2022,1,E09000026,E02006800,5
13pen20191aribv13pen5udpmphavhcz,1,Female,30 to 34,No,Living on my own WITH children under 18,6,The same,Some of the time,Often,To some extent,Definitely agree,Foodbank,Neighbours,Close family or friends,,,,Often true,Often true,Often true,Yes,Some months but not every month,Yes,Yes,Yes,No,,Often true,Often true,Never true,No,No,,No,No,Very low food security,Renting from private landlord,,C,No,Almost every month,Some months but not every month,Never,0,,0,0,,,,,,,,Low fuel-security,0,Some months but not every month,Some months but not every month,Some months but not every month,,Working part-time,,,,,Student,,"£24,301- £37,900 p.a.",1943790,27/11/2022 14:11,27/11/2022 14:16,5,27/11/2022,1,E09000014,E02000397,5
2qz0ohs58m9woy712qz0ou5oroay0saa,1,Female,60 to 64,Prefer not to say,Living on my own WITH children under 18,8,The same,Some of the time,Some of the time,To some extent,Tend to disagree,,,,,None of the above,,Sometimes true,Sometimes true,Sometimes true,Yes,Some months but not every month,Yes,Yes,No,No,,Sometimes true,Sometimes true,Sometimes true,No,No,,No,No,Very low food security,Owning the house outright,,Don't know,No,Some months but not every month,Almost every month,Never,1,90,1,0,,,,,,,,Low fuel-security,0,Almost every month,,Almost every month,,,,Retired,,,,,"£14,901- £24,300 p.a.",6168808,03/12/2022 14:44,03/12/2022 14:51,7,03/12/2022,1,E09000017,E02000515,3
3wa8ngsfdq8ygjebvb3wa80p3jn128uv,1,Female,40 to 44,Yes,Living on my own WITH children under 18,4,Worse,Often,Often,To some extent,Definitely disagree,,Neighbours,Close family or friends,Community or faith group,,,Often true,Often true,Never true,Yes,Almost every month,Yes,Yes,Yes,No,,Sometimes true,Never true,Never true,Yes,No,,No,No,Very low food security,Living in rented accommodation arranged by the Local Authority,,Don't know,No,Never,Some months but not every month,Almost every month,1,12,0,0,,,,,,,,Low fuel-security,0,Almost every month,Never,Never,,,Unemployed,,,Not working- long term sick or disabled,,,"Less than £14,900 p.a.",918000,22/11/2022 15:31,22/11/2022 15:40,9,22/11/2022,1,E09000028,E02000829,3
